4f66A1.pdb1	4f66B1.pdb1
1kvdC4.pdb3	1kvdA1.pdb3
1kvdB2.pdb3	1kvdD3.pdb3
4kv3A1.pdb1	4kv3B1.pdb1
3kvpA1.pdb1	3kvpD1.pdb1
3taiB1.pdb1	3taiA1.pdb1
1tabI1.pdb1	1tabE1.pdb1
1tabI1.pdb1	1tabI2.pdb1
6f3tI1.pdb3	6f3tJ1.pdb3
1tafA4.pdb2	1tafA3.pdb2
3tadB1.pdb2	3tadD1.pdb2
5ta0B2.pdb3	5ta0A1.pdb3
3tacB1.pdb1	3tacA1.pdb1
3tauB1.pdb1	3tauA1.pdb1
1ta3B1.pdb1	1ta3A1.pdb1
4elyB1.pdb1	4elyD1.pdb1
6eluH1.pdb3	6eluG1.pdb3
6eluI1.pdb3	6eluG1.pdb3
1el6B1.pdb1	1el6C1.pdb1
5eluA1.pdb1	5eluB1.pdb1
3elsA6.pdb2	3elsA2.pdb2
3elbA1.pdb2	3elbA2.pdb2
6gy6P1.pdb1	6gy6V1.pdb1
6gy6P1.pdb1	6gy6E1.pdb1
6gy6Y1.pdb1	6gy6V1.pdb1
6elcA3.pdb1	6elcA2.pdb1
6el2B1.pdb1	6el2A1.pdb1
3elkB1.pdb1	3elkB2.pdb1
5d1wB1.pdb1	5d1wA1.pdb1
5yddA1.pdb1	5yddB1.pdb1
1ydmC1.pdb1	1ydmB1.pdb1
4ydyI1.pdb1	4ydyA1.pdb1
2ydxC1.pdb2	2ydxA1.pdb2
1wr6F1.pdb2	1wr6B1.pdb2
1yd6C1.pdb1	1yd6D1.pdb1
3zeuE1.pdb1	3zeuD1.pdb1
5xisD1.pdb2	5xisF1.pdb2
1ydiB1.pdb1	1ydiA1.pdb1
5yd0D1.pdb2	5yd0B1.pdb2
5yd8X1.pdb2	5yd8U1.pdb2
5mpwD1.pdb1	5mpwA1.pdb1
1ydwB1.pdb1	1ydwA1.pdb1
4ny0B1.pdb1	4ny0D1.pdb1
5ny0A2.pdb1	5ny0A1.pdb1
3nyyA2.pdb1	3nyyA1.pdb1
2nyxA1.pdb1	2nyxB1.pdb1
1pl5A1.pdb1	1pl5S1.pdb1
3ny5D2.pdb2	3ny5C1.pdb2
2nyiB1.pdb1	2nyiA1.pdb1
3nyqA2.pdb2	3nyqA1.pdb2
2p8iD1.pdb2	2p8iC1.pdb2
3fgaA1.pdb1	3fgaB1.pdb1
3fgaC1.pdb1	3fgaB1.pdb1
3ny7B1.pdb1	3ny7A1.pdb1
1nyeA2.pdb4	1nyeB2.pdb4
6nypD1.pdb4	6nypE1.pdb4
6nyjL1.pdb1	6nyjG1.pdb1
5nyoB1.pdb1	5nyoA1.pdb1
6nyoE1.pdb1	6nyoA1.pdb1
3nymB1.pdb1	3nymA1.pdb1
1nysC1.pdb1	1nysA1.pdb1
2nydA1.pdb1	2nydB1.pdb1
3nybB1.pdb1	3nybA1.pdb1
2qasA2.pdb1	2qasA1.pdb1
6nyyH1.pdb1	6nyyB1.pdb1
5knlA1.pdb1	5knlC1.pdb1
1ufbB2.pdb4	1ufbA2.pdb4
6o3wB1.pdb2	6o3wD1.pdb2
3nhvB1.pdb1	3nhvC1.pdb1
4o3uB1.pdb1	4o3uP1.pdb1
4o3uA1.pdb1	4o3uP1.pdb1
6o39B1.pdb1	6o39C1.pdb1
6o3bA1.pdb1	6o3bC1.pdb1
5o3wA1.pdb1	5o3wB1.pdb1
5o3vB1.pdb1	5o3vD1.pdb1
5o32D1.pdb1	5o32G1.pdb1
5o32F1.pdb1	5o32H1.pdb1
5o32D1.pdb1	5o32I1.pdb1
5o32D1.pdb1	5o32H1.pdb1
5o32G1.pdb1	5o32J1.pdb1
5o32B1.pdb1	5o32I1.pdb1
5o32J1.pdb1	5o32E1.pdb1
2o3iB2.pdb2	2o3iA2.pdb2
2o3oD1.pdb2	2o3oB1.pdb2
6o38C1.pdb3	6o38K1.pdb3
2o3cA1.pdb1	2o3cB1.pdb1
2o30B1.pdb1	2o30A1.pdb1
4o3vB1.pdb1	4o3vA1.pdb1
3o3mB1.pdb1	3o3mA1.pdb1
2o3bB1.pdb1	2o3bA1.pdb1
2o38A1.pdb1	2o38B1.pdb1
4o36B1.pdb1	4o36A1.pdb1
3fpfA1.pdb1	3fpfB1.pdb1
6o3cB1.pdb1	6o3cA1.pdb1
6isbC1.pdb1	6isbA1.pdb1
5o3uO1.pdb1	5o3uD1.pdb1
6o3pA1.pdb1	6o3pB1.pdb1
2o3aB1.pdb1	2o3aA1.pdb1
3l3sA1.pdb1	3l3sC1.pdb1
6o3aB1.pdb1	6o3aE1.pdb1
2nwiA1.pdb1	2nwiB1.pdb1
6nwhA1.pdb1	6nwhB1.pdb1
4nw2C1.pdb2	4nw2D1.pdb2
3nwjA1.pdb3	3nwjB1.pdb3
4rsjA1.pdb1	4rsjB1.pdb1
4nw2A1.pdb1	4nw2B1.pdb1
3nwzC1.pdb2	3nwzA1.pdb2
3e08A1.pdb1	3e08B1.pdb1
6nw9A1.pdb1	6nw9B1.pdb1
5n9yB1.pdb1	5n9yC1.pdb1
4nwoA1.pdb1	4nwoB1.pdb1
6nx5A1.pdb1	6nx5B1.pdb1
2nwaD1.pdb1	2nwaC1.pdb1
5nwmA1.pdb1	5nwmB1.pdb1
1zeeA1.pdb1	1zeeB1.pdb1
4nwnB1.pdb1	4nwnA1.pdb1
1nw9B1.pdb1	1nw9A1.pdb1
4nwbA1.pdb2	4nwbA2.pdb2
5surC5.pdb1	5surC3.pdb1
2w9rA1.pdb1	2w9rB1.pdb1
3w6sC1.pdb2	3w6sB1.pdb2
5w93E1.pdb2	5w93B1.pdb2
4xdnA1.pdb1	4xdnB1.pdb1
5w9aB1.pdb1	5w9aD1.pdb1
3w9tA1.pdb1	3w9tB1.pdb1
3w9eB1.pdb1	3w9eC1.pdb1
3w9eC1.pdb1	3w9eA1.pdb1
6igoC1.pdb1	6igoA1.pdb1
1w9zC1.pdb1	1w9zA1.pdb1
1w9cA1.pdb1	1w9cB1.pdb1
4w9rB1.pdb1	4w9rA1.pdb1
2r6iB1.pdb2	2r6iB2.pdb2
2r6aA3.pdb1	2r6aC3.pdb1
1r6oC1.pdb1	1r6oA1.pdb1
3wo3B1.pdb1	3wo3A1.pdb1
6r7fR1.pdb1	6r7fB1.pdb1
6r7fD1.pdb1	6r7fR1.pdb1
6r6hP1.pdb1	6r6hB1.pdb1
4d10A1.pdb2	4d10F1.pdb2
6r7hA1.pdb1	6r7hB1.pdb1
4d10C1.pdb2	4d10A1.pdb2
6r6hA1.pdb1	6r6hV1.pdb1
6r7fG1.pdb1	6r7fF1.pdb1
4d10B1.pdb2	4d10F1.pdb2
6r7fE1.pdb1	6r7fF1.pdb1
4d10C1.pdb2	4d10F1.pdb2
4d10H1.pdb2	4d10F1.pdb2
6r6hF1.pdb1	6r6hV1.pdb1
6r6hG1.pdb1	6r6hE1.pdb1
6r7nG1.pdb1	6r7nD1.pdb1
4d18O1.pdb2	4d18P1.pdb2
4d10B1.pdb2	4d10E1.pdb2
6r7hC1.pdb1	6r7hB1.pdb1
4d10D1.pdb2	4d10B1.pdb2
6r7hO1.pdb1	6r7hB1.pdb1
4d10D1.pdb2	4d10E1.pdb2
4d10H1.pdb2	4d10E1.pdb2
6r6hE1.pdb1	6r6hV1.pdb1
6r7fH1.pdb1	6r7fC1.pdb1
6r6hC1.pdb1	6r6hV1.pdb1
6r7fD1.pdb1	6r7fO1.pdb1
3r6aB1.pdb1	3r6aA1.pdb1
6r6uB1.pdb1	6r6uA1.pdb1
6r6mA1.pdb1	6r6mB1.pdb1
2r6uC1.pdb1	2r6uA1.pdb1
6r6bG1.pdb1	6r6bH1.pdb1
6r6bG1.pdb1	6r6bA1.pdb1
6r6bG1.pdb1	6r6bF1.pdb1
6r6bF1.pdb1	6r6bA1.pdb1
1tuvA2.pdb2	1tuvA1.pdb2
4r6iB1.pdb1	4r6iA1.pdb1
1r6wA1.pdb1	1r6wA2.pdb1
2r6zB1.pdb1	2r6zA1.pdb1
2ns9A1.pdb1	2ns9B1.pdb1
4nsoB1.pdb1	4nsoB2.pdb1
6iihA1.pdb1	6iihB1.pdb1
2ns8B1.pdb1	2ns8H1.pdb1
1nsnH1.pdb1	1nsnS1.pdb1
1nsnL1.pdb1	1nsnS1.pdb1
4nsvB1.pdb1	4nsvA1.pdb1
2nscA2.pdb2	2nscA1.pdb2
6nsjF1.pdb1	6nsjA1.pdb1
6ns4A1.pdb1	6ns4B1.pdb1
4nooA1.pdb1	4nooB1.pdb1
3ns4A2.pdb2	3ns4A1.pdb2
2nuuK1.pdb2	2nuuE1.pdb2
4nsmA3.pdb1	4nsmA1.pdb1
4qiwN1.pdb1	4qiwP1.pdb1
4aybE1.pdb1	4aybC1.pdb1
4aybH1.pdb1	4aybC1.pdb1
4qiwD1.pdb1	4qiwP1.pdb1
4qiwR1.pdb2	4qiwJ1.pdb2
4aybB1.pdb1	4aybC1.pdb1
4qiwB1.pdb1	4qiwP1.pdb1
4aybK1.pdb1	4aybC1.pdb1
4aybA1.pdb1	4aybC1.pdb1
3qirD1.pdb3	3qirD2.pdb3
3qi2B1.pdb2	3qi2D1.pdb2
4qiqA2.pdb2	4qiqA1.pdb2
4pzaA1.pdb1	4pzaB1.pdb1
3qi0B1.pdb8	3qi0C1.pdb8
3qikA1.pdb1	3qikA2.pdb1
6qigA1.pdb1	6qigL1.pdb1
6qigA1.pdb1	6qigH1.pdb1
4qicB1.pdb1	4qicA1.pdb1
4qicB1.pdb1	4qicD1.pdb1
4qicC1.pdb1	4qicA1.pdb1
3qitB1.pdb1	3qitA1.pdb1
2qihA2.pdb1	2qihA1.pdb1
1qi7A2.pdb2	1qi7A1.pdb2
3p8dB1.pdb1	3p8dA1.pdb1
1zglH1.pdb1	1zglI1.pdb1
3qiwB3.pdb1	3qiwE3.pdb1
3qiwE3.pdb1	3qiwA3.pdb1
3qibD1.pdb1	3qibP1.pdb1
3qibP1.pdb1	3qibC1.pdb1
3qibP1.pdb1	3qibB1.pdb1
3qibC1.pdb1	3qibB1.pdb1
4qiwI1.pdb2	4qiwR1.pdb2
4qiwU1.pdb2	4qiwM1.pdb2
3qisA1.pdb1	3qisB1.pdb1
2qiyC1.pdb1	2qiyA1.pdb1
2qibB1.pdb1	2qibA1.pdb1
2qipA2.pdb1	2qipA1.pdb1
4lsbA1.pdb1	4lsbB1.pdb1
1uurA2.pdb1	1uurA1.pdb1
3uuxB2.pdb3	3uuxA2.pdb3
1uuzC1.pdb2	1uuzB1.pdb2
2uuyA1.pdb1	2uuyB1.pdb1
1uujB1.pdb1	1uujA1.pdb1
3uunA1.pdb3	3uunB1.pdb3
4uu5B1.pdb1	4uu5A1.pdb1
4uu9H1.pdb2	4uu9D1.pdb2
3g6jH1.pdb2	3g6jD1.pdb2
4uuyB1.pdb1	4uuyA1.pdb1
5z87A1.pdb1	5z87B1.pdb1
4z88G1.pdb7	4z88S1.pdb7
4hahB1.pdb3	4hahA1.pdb3
5z81B1.pdb1	5z81C1.pdb1
4z80D1.pdb2	4z80B1.pdb2
2z86B1.pdb1	2z86A1.pdb1
5z8yG1.pdb4	5z8yH1.pdb4
5z8oA1.pdb1	5z8oB1.pdb1
2z8fB3.pdb3	2z8fA1.pdb3
4z8tA1.pdb1	4z8tA2.pdb1
4z8tB2.pdb1	4z8tA2.pdb1
4z8tB2.pdb1	4z8tB1.pdb1
4z8aB1.pdb1	4z8aA1.pdb1
4z80B2.pdb3	4z80A1.pdb3
1z8uD1.pdb3	1z8uC1.pdb3
6cbnA1.pdb1	6cbnB1.pdb1
2z8vD1.pdb1	2z8vA1.pdb1
2z8rA1.pdb3	2z8rB1.pdb3
5z8bB2.pdb2	5z8bA1.pdb2
4z8eA1.pdb4	4z8eA2.pdb4
4cc9B1.pdb1	4cc9A1.pdb1
4z8lB1.pdb1	4z8lC1.pdb1
4z8lA1.pdb1	4z8lC1.pdb1
4z8nB1.pdb3	4z8nA1.pdb3
5yhuA1.pdb1	5yhuA3.pdb1
2yhoA1.pdb1	2yhoB1.pdb1
5yh3A1.pdb1	5yh3C1.pdb1
5ywyA1.pdb1	5ywyH1.pdb1
5ywyA1.pdb1	5ywyL1.pdb1
1yhfA1.pdb2	1yhfA2.pdb2
4yh8A1.pdb1	4yh8B1.pdb1
5yhpA1.pdb1	5yhpB1.pdb1
5yh1A3.pdb1	5yh1A2.pdb1
5yhjA1.pdb3	5yhjB1.pdb3
1yhnA2.pdb1	1yhnB1.pdb1
1yhnB1.pdb1	1yhnB2.pdb1
5yhiB1.pdb1	5yhiA1.pdb1
2yh9C2.pdb1	2yh9A2.pdb1
4yh6B1.pdb1	4yh6A1.pdb1
5yhrB1.pdb3	5yhrA1.pdb3
4ldmA6.pdb1	4ldmA2.pdb1
2l0tB1.pdb1	2l0tA1.pdb1
1ldkD2.pdb2	1ldkA2.pdb2
1ldkA2.pdb2	1ldkE2.pdb2
5lddB1.pdb1	5lddC1.pdb1
5lddB1.pdb1	5lddA1.pdb1
5lddC1.pdb1	5lddA1.pdb1
4ldvA1.pdb1	4ldvA2.pdb1
3ldbA1.pdb1	3ldbC1.pdb1
3ldbA1.pdb1	3ldbB1.pdb1
3ldtA2.pdb1	3ldtA1.pdb1
5euvB1.pdb1	5euvA1.pdb1
5ldnH1.pdb1	5ldnA1.pdb1
5ldnA1.pdb1	5ldnL1.pdb1
5ldfN1.pdb1	5ldfB1.pdb1
5ldaA1.pdb1	5ldaB1.pdb1
4bxrC1.pdb1	4bxrA1.pdb1
2ld7A1.pdb1	2ld7B1.pdb1
5ld9A1.pdb1	5ld9B1.pdb1
1ldtL1.pdb1	1ldtT1.pdb1
5ldvA3.pdb1	5ldvA1.pdb1
6f5nA1.pdb1	6f5nB1.pdb1
1lddD1.pdb1	1lddB1.pdb1
6ohtB1.pdb1	6ohtA1.pdb1
2w31B1.pdb1	2w31A1.pdb1
4oh4B1.pdb2	4oh4F1.pdb2
4oh8B1.pdb1	4oh8A1.pdb1
5ohvC1.pdb1	5ohvB1.pdb1
5kuxA1.pdb2	5kuxA2.pdb2
6oh6A2.pdb1	6oh6A1.pdb1
2v7qC1.pdb1	2v7qJ1.pdb1
1ohhG1.pdb1	1ohhH1.pdb1
6ohzA1.pdb1	6ohzA2.pdb1
4ohrA1.pdb2	4ohrA2.pdb2
2oh3A1.pdb1	2oh3A2.pdb1
5ohdB1.pdb1	5ohdA1.pdb1
6ohiA1.pdb1	6ohiB1.pdb1
1anuA1.pdb1	1anuA2.pdb1
1ohzB2.pdb1	1ohzB1.pdb1
3qfmA1.pdb1	3qfmB1.pdb1
3qfgA1.pdb1	3qfgB1.pdb1
3qf3E1.pdb3	3qf3F1.pdb3
3qfwA1.pdb1	3qfwB1.pdb1
1qfwH1.pdb1	1qfwA1.pdb1
1qfwM1.pdb1	1qfwA1.pdb1
1qfwM1.pdb1	1qfwB1.pdb1
1qfwA1.pdb1	1qfwL1.pdb1
1qfwI1.pdb1	1qfwB1.pdb1
1qfwL1.pdb1	1qfwB1.pdb1
2qfaB1.pdb1	2qfaC1.pdb1
2qfaC1.pdb1	2qfaA1.pdb1
6qf7B1.pdb1	6qf7A1.pdb1
4qfrB3.pdb3	4qfrB4.pdb3
3qfaA1.pdb1	3qfaC1.pdb1
4qftA2.pdb2	4qftA1.pdb2
4qarA1.pdb2	4qarB1.pdb2
2qf9B1.pdb1	2qf9A1.pdb1
4qfoA1.pdb3	4qfoB1.pdb3
1d9kB1.pdb6	1d9kP1.pdb6
1d9kQ1.pdb5	1d9kE1.pdb5
4d9iB1.pdb1	4d9iA1.pdb1
6d97C1.pdb4	6d97D1.pdb4
3d9rA1.pdb1	3d9rB1.pdb1
4d9kB1.pdb1	4d9kA1.pdb1
5wrdD1.pdb6	5wrdB1.pdb6
5ddhC1.pdb1	5ddhA1.pdb1
6d9wH1.pdb1	6d9wA1.pdb1
6d9wL1.pdb1	6d9wA1.pdb1
6d94A1.pdb1	6d94B1.pdb1
5d96D1.pdb1	5d96J1.pdb1
3ne8A2.pdb1	3ne8A1.pdb1
3nekA1.pdb1	3nekB1.pdb1
4ne7A2.pdb1	4ne7A1.pdb1
1nekC1.pdb3	1nekC2.pdb3
1ne2A1.pdb1	1ne2B1.pdb1
6ndzA1.pdb1	6ndzB1.pdb1
5net31.pdb1	5net41.pdb1
5net21.pdb1	5net41.pdb1
5net11.pdb1	5net41.pdb1
5ner11.pdb1	5nerA1.pdb1
5net11.pdb1	5netB1.pdb1
5c21A1.pdb1	5c21B1.pdb1
1neuA2.pdb1	1neuA1.pdb1
3neuA1.pdb1	3neuA2.pdb1
1i7aB1.pdb8	1i7aD2.pdb8
3euhB1.pdb1	3euhE1.pdb1
3euhE1.pdb1	3euhF1.pdb1
4rp3B1.pdb1	4rp3A1.pdb1
3rpfC1.pdb4	3rpfB1.pdb4
1rpqA1.pdb1	1rpqW1.pdb1
1rpqX1.pdb6	1rpqZ1.pdb6
3rojC1.pdb1	3rojB1.pdb1
2rpqB1.pdb1	2rpqA1.pdb1
4rptB1.pdb3	4rptA1.pdb3
1rpyB1.pdb2	1rpyA1.pdb2
1rp3H1.pdb4	1rp3G1.pdb4
3whlH1.pdb4	3whlG1.pdb4
4ygbB1.pdb1	4ygbA1.pdb1
4whvD1.pdb1	4whvF1.pdb1
4aycA1.pdb1	4aycB1.pdb1
4whnA1.pdb1	4whnC1.pdb1
5whmC1.pdb1	5whmA1.pdb1
3whjA2.pdb2	3whjA1.pdb2
5whuC1.pdb1	5whuA1.pdb1
4ub9G3.pdb4	4ub9E2.pdb4
2wh0B1.pdb1	2wh0Q1.pdb1
1whoA2.pdb1	1whoA1.pdb1
4wh5A1.pdb1	4wh5B1.pdb1
1whiA1.pdb1	1whiA2.pdb1
3kmzC2.pdb2	3kmzB2.pdb2
6km7A1.pdb1	6km7C1.pdb1
3kmlH2.pdb1	3kmlI2.pdb1
2a4xB1.pdb1	2a4xA1.pdb1
3klsY1.pdb2	3klsB1.pdb2
6h1eA1.pdb1	6h1eB1.pdb1
4kmrA1.pdb1	4kmrB1.pdb1
1kmmD1.pdb2	1kmmC1.pdb2
1kmiZ2.pdb1	1kmiZ1.pdb1
3kmiB1.pdb1	3kmiA1.pdb1
4kmoA1.pdb1	4kmoB1.pdb1
3kmhB1.pdb1	3kmhA1.pdb1
4kmlA1.pdb1	4kmlB1.pdb1
3wasB1.pdb1	3wasB2.pdb1
2dgeD2.pdb2	2dgeB2.pdb2
1v7mH1.pdb1	1v7mV1.pdb1
1v7mL1.pdb1	1v7mV1.pdb1
5v7zB1.pdb1	5v7zA1.pdb1
5v7zB1.pdb1	5v7zD1.pdb1
5v7pA1.pdb1	5v7pD1.pdb1
3vbaB1.pdb1	3vbaA1.pdb1
1v7zB1.pdb1	1v7zC1.pdb1
2v7sA1.pdb1	2v7sA2.pdb1
1v72A4.pdb1	1v72A2.pdb1
5v77B1.pdb1	5v77A1.pdb1
2v7qG1.pdb1	2v7qJ1.pdb1
2v7qI1.pdb1	2v7qD1.pdb1
6ndhN1.pdb5	6ndhO1.pdb5
4m51A2.pdb1	4m51A1.pdb1
5yylD2.pdb1	5yylC1.pdb1
5yylD2.pdb1	5yylA2.pdb1
5yylB1.pdb1	5yylA1.pdb1
2yynB2.pdb3	2yynA1.pdb3
2yyoA1.pdb1	2yyoA2.pdb1
2yy0B1.pdb1	2yy0A1.pdb1
2yybA1.pdb1	2yybB1.pdb1
4yy5B1.pdb3	4yy5A1.pdb3
2yyvA1.pdb1	2yyvB1.pdb1
5yy9C1.pdb1	5yy9A1.pdb1
1yypA2.pdb1	1yypB2.pdb1
4yypB1.pdb1	4yypA1.pdb1
3gglA1.pdb2	3gglA2.pdb2
5gg4E1.pdb1	5gg4A1.pdb1
5gg4B1.pdb1	5gg4A1.pdb1
3ggzH1.pdb4	3ggzD1.pdb4
3ggwC1.pdb2	3ggwF1.pdb2
3ggwF1.pdb2	3ggwD1.pdb2
5ggrY1.pdb1	5ggrA1.pdb1
6ggoA1.pdb1	6ggoB1.pdb1
6crkA1.pdb1	6crkG1.pdb1
3ggnB1.pdb1	3ggnA1.pdb1
3ggmA1.pdb1	3ggmC1.pdb1
5ks9G1.pdb1	5ks9J1.pdb1
2nnaC1.pdb1	2nnaB1.pdb1
4z7wF1.pdb2	4z7wI1.pdb2
2nnaC1.pdb1	2nnaA1.pdb1
2obhB1.pdb1	2obhD1.pdb1
6gg2A1.pdb1	6gg2A2.pdb1
6ggrA1.pdb1	6ggrB1.pdb1
1qolC1.pdb1	1qolA1.pdb1
2aukD2.pdb7	2aukA2.pdb7
4qoyF1.pdb2	4qoyC1.pdb2
4qo1A1.pdb1	4qo1B1.pdb1
3ojyC1.pdb1	3ojyA1.pdb1
1qo0D1.pdb1	1qo0E1.pdb1
1qo0D1.pdb1	1qo0A1.pdb1
3qooA2.pdb1	3qooA1.pdb1
3qodB1.pdb1	3qodA1.pdb1
4at0A2.pdb1	4at0A1.pdb1
4qo5A2.pdb1	4qo5A3.pdb1
5ejdG1.pdb4	5ejdH1.pdb4
3ejbD1.pdb2	3ejbC1.pdb2
4z6yA1.pdb2	4z6yD1.pdb2
5ejcE1.pdb1	5ejcF1.pdb1
5ejjB2.pdb3	5ejjA1.pdb3
4eigA1.pdb1	4eigB1.pdb1
4ejuA1.pdb1	4ejuB1.pdb1
5ejsA1.pdb1	5ejsB1.pdb1
6ejmA1.pdb1	6ejmI1.pdb1
6ejtB1.pdb1	6ejtA1.pdb1
2ejfB1.pdb2	2ejfD1.pdb2
1ejfA2.pdb3	1ejfA1.pdb3
3ejjX1.pdb1	3ejjA1.pdb1
4ejfH1.pdb1	4ejfB1.pdb1
4a8jC1.pdb1	4a8jA1.pdb1
4a8jC1.pdb1	4a8jE1.pdb1
4a8jD1.pdb1	4a8jE1.pdb1
6ej9B1.pdb1	6ej9A1.pdb1
6ejfP1.pdb1	6ejfR1.pdb1
6ejfO1.pdb1	6ejfN1.pdb1
5htlA1.pdb1	5htlB1.pdb1
6ejfR1.pdb1	6ejfB1.pdb1
2ejxA1.pdb2	2ejxA2.pdb2
3ejkA2.pdb1	3ejkA1.pdb1
5ejvA1.pdb1	5ejvC1.pdb1
6ejnC1.pdb1	6ejnB1.pdb1
3sxpB1.pdb1	3sxpE1.pdb1
4ejxA1.pdb1	4ejxD1.pdb1
1ejoP1.pdb1	1ejoL1.pdb1
1ejoP1.pdb1	1ejoH1.pdb1
2ejnA1.pdb1	2ejnB1.pdb1
2ej8A1.pdb1	2ej8B1.pdb1
6ejgA1.pdb1	6ejgC1.pdb1
3ejvA1.pdb1	3ejvA2.pdb1
3o44D1.pdb1	3o44E1.pdb1
1o4wA1.pdb1	1o4wA2.pdb1
1o4tB1.pdb1	1o4tA1.pdb1
3o4zC1.pdb5	3o4zA1.pdb5
4o4oA1.pdb1	4o4oB1.pdb1
5d4vB1.pdb2	5d4vD1.pdb2
1n7fA1.pdb1	1n7fB1.pdb1
3obvA1.pdb1	3obvF1.pdb1
4rjwA1.pdb1	4rjwA3.pdb1
2o4cB1.pdb1	2o4cA1.pdb1
4dzvB1.pdb1	4dzvA1.pdb1
3o40A1.pdb1	3o40B1.pdb1
4o4bB1.pdb1	4o4bA1.pdb1
2gmyA1.pdb1	2gmyB1.pdb1
4o4jA1.pdb1	4o4jF1.pdb1
1o4zA1.pdb1	1o4zB1.pdb1
5o4yE1.pdb1	5o4yA1.pdb1
2o4tA2.pdb1	2o4tA1.pdb1
4o4aA1.pdb1	4o4aD1.pdb1
3flhB1.pdb1	3flhA1.pdb1
5flhB1.pdb1	5flhA1.pdb1
3fldB1.pdb1	3fldA1.pdb1
2fl4A1.pdb1	2fl4A2.pdb1
1fl7C1.pdb3	1fl7A1.pdb3
1fl7B1.pdb3	1fl7D1.pdb3
5fl2A8.pdb1	5fl2K2.pdb1
1fllY1.pdb3	1fllB1.pdb3
6flsA1.pdb1	6flsB1.pdb1
1fleE1.pdb1	1fleI1.pdb1
3fljA2.pdb1	3fljA1.pdb1
1u6zB1.pdb1	1u6zA1.pdb1
1flcC1.pdb1	1flcD1.pdb1
1flcF1.pdb1	1flcB1.pdb1
3o60B1.pdb1	3o60A1.pdb1
3o65C1.pdb7	3o65G1.pdb7
3o6bE1.pdb3	3o6bF1.pdb3
3o6lL1.pdb1	3o6lC1.pdb1
3o6lH1.pdb1	3o6lC1.pdb1
3o65F1.pdb6	3o65E1.pdb6
3o6qA1.pdb1	3o6qB1.pdb1
3o6qA1.pdb1	3o6qC1.pdb1
3o6qB1.pdb1	3o6qD1.pdb1
2o6pA1.pdb3	2o6pB1.pdb3
4o66D1.pdb6	4o66C1.pdb6
5o65A1.pdb1	5o65B1.pdb1
6o6yA1.pdb1	6o6yB1.pdb1
2o60A1.pdb1	2o60B1.pdb1
5o6vB1.pdb1	5o6vD1.pdb1
5o6vE1.pdb1	5o6vD1.pdb1
1umpC2.pdb3	1umpC1.pdb3
6qkiD1.pdb1	6qkiC1.pdb1
5nc5F1.pdb1	5nc5C1.pdb1
6o60C1.pdb1	6o60B1.pdb1
6o60C1.pdb1	6o60A1.pdb1
6o60D1.pdb1	6o60A1.pdb1
6o60B1.pdb1	6o60A1.pdb1
6o7aB1.pdb1	6o7aC1.pdb1
3ia7B1.pdb1	3ia7A1.pdb1
3lcnA1.pdb4	3lcnB1.pdb4
3lcnA1.pdb4	3lcnC1.pdb4
1lcsA2.pdb4	1lcsB1.pdb4
5lcbB1.pdb1	5lcbJ1.pdb1
3w0lA1.pdb1	3w0lB1.pdb1
2lcsB1.pdb1	2lcsA1.pdb1
5lc4A1.pdb1	5lc4D1.pdb1
3lcrB1.pdb1	3lcrA1.pdb1
5lcnB1.pdb2	5lcnD1.pdb2
4lctB1.pdb1	4lctA1.pdb1
5lcwQ1.pdb1	5lcwR1.pdb1
5lcwQ1.pdb1	5lcwN1.pdb1
5lcwQ1.pdb1	5lcwI1.pdb1
5lcwS1.pdb1	5lcwA1.pdb1
5lcwS1.pdb1	5lcwI1.pdb1
5lcwS1.pdb1	5lcwL1.pdb1
2lctB1.pdb1	2lctA1.pdb1
3lcnD2.pdb3	3lcnC1.pdb3
4lcdB1.pdb2	4lcdD1.pdb2
1wovA1.pdb1	1wovB1.pdb1
3wocE1.pdb7	3wocA1.pdb7
2l35A1.pdb1	2l35B1.pdb1
5wosA1.pdb1	5wosB1.pdb1
2a72A1.pdb1	2a72B1.pdb1
3wodC1.pdb1	3wodF1.pdb1
3wodF1.pdb1	3wodG1.pdb1
3f52A1.pdb1	3f52E1.pdb1
5htfB1.pdb1	5htfA1.pdb1
2rd6A3.pdb1	2rd6A4.pdb1
3wnzA1.pdb1	3wnzA2.pdb1
3wo4B1.pdb1	3wo4C1.pdb1
4xzrA1.pdb1	4xzrB1.pdb1
2xzeQ1.pdb2	2xzeA1.pdb2
4xz7A1.pdb1	4xz7B1.pdb1
2xzpA3.pdb1	2xzpA2.pdb1
2xz2A2.pdb1	2xz2A1.pdb1
5xzxA1.pdb1	5xzxB1.pdb1
2oq1A1.pdb1	2oq1B1.pdb1
1xzoB2.pdb3	1xzoA2.pdb3
2xz0D1.pdb2	2xz0B1.pdb2
4xzaB1.pdb1	4xzaA1.pdb1
4fgeA1.pdb5	4fgeC1.pdb5
5fgsC1.pdb1	5fgsD1.pdb1
5fgoF1.pdb3	5fgoE1.pdb3
5fgmA1.pdb2	5fgmA2.pdb2
4eqaA1.pdb1	4eqaC1.pdb1
3fg9A1.pdb1	3fg9B1.pdb1
4fftB1.pdb1	4fftA1.pdb1
3fg1A1.pdb5	3fg1B1.pdb5
3fgyB1.pdb1	3fgyA1.pdb1
2fgyB1.pdb1	2fgyA1.pdb1
2fg9A1.pdb1	2fg9A5.pdb1
